"ModelName_short","Task_short","Dataset","Cancer","tissue","TaskCategory","TaskCategory_short","AUROC","AUROC_lower","AUROC_upper","AUPRC","AUPRC_lower","AUPRC_upper","Balanced_accuracy","Balanced_accuracy_lower","Balanced_accuracy_upper","Sensitivity","Sensitivity_lower","Sensitivity_upper","Specificity","Specificity_lower","Specificity_upper","binary_multi","Public","Slide_vs_patch_classification","Classes","ModelName","ModelCategory","ModelDomain","ModelArch","Parameters_in_million","TrainingData_patches_in_million","Slides_in_million"
"Virchow","BreakHis","External_benchmarking_cohort","BRCA","breast","Diagnostic: Primary Diagnosis ","Diagnostic ",0.961880303558929,0.955469377231555,0.968010611367643,0.978257685741208,0.973595238913939,0.982298395024948,0.8840291,0.8711,0.896305,0.938245880279191,0.92770291968096,0.949530122295577,0.829812871856472,0.806353949101618,0.853207913206194,"multi-class","External_benchmarking_cohort","Patch","Êbenign from malignant breast tumor tissue","Virchow","Path-VM","Pathology","Vit-L",632,2000,1.5
"BEPH","BreakHis","External_benchmarking_cohort","BRCA","breast","Diagnostic: Primary Diagnosis ","Diagnostic ",0.876731312570031,0.863119647385339,0.889550182416916,0.924531737559163,0.914696930183448,0.934483945353541,0.7596987,0.743,0.7763,0.968207446283584,0.959764403143015,0.975995075474008,0.551188735632522,0.519189988415341,0.581276510308952,"multi-class","External_benchmarking_cohort","Patch","Êbenign from malignant breast tumor tissue","BEPH","Path-VM","Pathology","Vit-B",85,11,0.012
"QuiltNet-B-16","BreakHis","External_benchmarking_cohort","BRCA","breast","Diagnostic: Primary Diagnosis ","Diagnostic ",0.834187810544727,0.819470354856131,0.848525326651367,0.90604258853469,0.895146929071731,0.91634818603197,0.6927111,0.6757775,0.7089,0.918058290055295,0.905109489051095,0.929984755451339,0.467360417783507,0.435233127109111,0.497561330462965,"multi-class","External_benchmarking_cohort","Patch","Êbenign from malignant breast tumor tissue","QuiltNet-B-16","Path-VLM","Natural Images","Vit-B",85,1,NA
"PLIP","BreakHis","External_benchmarking_cohort","BRCA","breast","Diagnostic: Primary Diagnosis ","Diagnostic ",0.9270546033853,0.917834063098192,0.935401300748241,0.962895929969274,0.957265129671794,0.96770587953851,0.8099398,0.7946,0.8256075,0.920439851882871,0.908051647774191,0.932139029346804,0.699443109251327,0.670657794203877,0.728960178068517,"multi-class","External_benchmarking_cohort","Patch","Êbenign from malignant breast tumor tissue","PLIP","Path-VLM","Pathology","Vit-B",85,0.2,NA
"BiomedCLIP","BreakHis","External_benchmarking_cohort","BRCA","breast","Diagnostic: Primary Diagnosis ","Diagnostic ",0.806311990397715,0.79034060895738,0.821764679532764,0.883813456112344,0.871134936540657,0.895863510907791,0.6187164,0.6046975,0.6326,0.979929504193099,0.973628308555381,0.985968105201976,0.257502918735602,0.230443974734479,0.284708203582217,"multi-class","External_benchmarking_cohort","Patch","Êbenign from malignant breast tumor tissue","BiomedCLIP","Path-VLM","Pathology","Vit-B",85,15,NA
"mizero bioclinicalbert","BreakHis","External_benchmarking_cohort","BRCA","breast","Diagnostic: Primary Diagnosis ","Diagnostic ",0.871370016812855,0.858434736415955,0.883997619704614,0.920395354847659,0.910154579878725,0.930177639913906,0.7404151,0.7246975,0.7567,0.977980086538799,0.971458396454553,0.984138705767418,0.502850583614217,0.471606762964235,0.533464616092569,"multi-class","External_benchmarking_cohort","Patch","Êbenign from malignant breast tumor tissue","mizero_bioclinicalbert","Path-VLM","Pathology","Vit-S",21,0.03,NA
"mizero pubmedbert","BreakHis","External_benchmarking_cohort","BRCA","breast","Diagnostic: Primary Diagnosis ","Diagnostic ",0.874212424365298,0.860502647796226,0.887369616424035,0.921940669952832,0.911605429643727,0.932214011799347,0.7444204,0.7286,0.760605,0.975174703807453,0.968501449167195,0.982475006849755,0.513664909216872,0.482833673775012,0.54649332247216,"multi-class","External_benchmarking_cohort","Patch","Êbenign from malignant breast tumor tissue","mizero_pubmedbert","Path-VLM","Pathology","Vit-S",21,0.03,NA
"CONCH","BreakHis","External_benchmarking_cohort","BRCA","breast","Diagnostic: Primary Diagnosis ","Diagnostic ",0.868801246671034,0.855313881802265,0.881667428839135,0.918343172997674,0.906014182905186,0.929693084628631,0.5,0.5,0.5,1,1,1,0,0,0,"multi-class","External_benchmarking_cohort","Patch","Êbenign from malignant breast tumor tissue","CONCH","Path-VLM","Pathology","Vit-B",85,1.2,NA
"Dinov2","BreakHis","External_benchmarking_cohort","BRCA","breast","Diagnostic: Primary Diagnosis ","Diagnostic ",0.867007000599158,0.85308338382171,0.88049311182759,0.920932374789633,0.910062940900239,0.931062835071856,0.7202749,0.704095,0.7363,0.94834176982278,0.938001068947087,0.957659033919441,0.492207494787609,0.461001790607054,0.523906674965174,"multi-class","External_benchmarking_cohort","Patch","Êbenign from malignant breast tumor tissue","DINOv2","VM","Natural Images","Vit-L",300,142,NA
"beit3-L16","BreakHis","External_benchmarking_cohort","BRCA","breast","Diagnostic: Primary Diagnosis ","Diagnostic ",0.878861851426697,0.86628991619275,0.891350750962345,0.927020926222585,0.917571890003134,0.936330851960034,0.7516704,0.7359975,0.7682025,0.969613012544759,0.960936777766772,0.977001156995992,0.533728411058036,0.502970004101002,0.564833952370548,"multi-class","External_benchmarking_cohort","Patch","Êbenign from malignant breast tumor tissue","beit3-L16","VLM","Natural Images","Vit-L",746,14,NA
"Blip-B16-14M","BreakHis","External_benchmarking_cohort","BRCA","breast","Diagnostic: Primary Diagnosis ","Diagnostic ",0.880584491932125,0.866461457524825,0.893514943608035,0.926966854176714,0.916358881465433,0.936607268105236,0.757349,0.7426,0.772705,0.960373530474641,0.951255921532108,0.969586211792482,0.554323805585037,0.52569043275565,0.583429713460393,"multi-class","External_benchmarking_cohort","Patch","Êbenign from malignant breast tumor tissue","Blip-B16-14M","VLM","Natural Images","Vit-B",85,14,NA
"Align-base","BreakHis","External_benchmarking_cohort","BRCA","breast","Diagnostic: Primary Diagnosis ","Diagnostic ",0.50858325525223,0.4878283868577,0.530049123356183,0.655378716857387,0.634689062061962,0.675823900657129,0.5215113,0.5036925,0.5394,0.733810679209693,0.71413143769968,0.752284436364319,0.309212483533662,0.278768627206127,0.338271106941839,"multi-class","External_benchmarking_cohort","Patch","Êbenign from malignant breast tumor tissue","Align-base","VLM","Natural Images","Vit-B",85,1800,NA
"Clip-B16","BreakHis","External_benchmarking_cohort","BRCA","breast","Diagnostic: Primary Diagnosis ","Diagnostic ",0.805436858401284,0.789563397434743,0.821240651143131,0.883841358414542,0.869862564346917,0.896271292189578,0.6133313,0.6006,0.627,0.981108826145355,0.974344237472913,0.987227757546211,0.245556408126724,0.219660985455051,0.272188853657336,"multi-class","External_benchmarking_cohort","Patch","Êbenign from malignant breast tumor tissue","Clip-B16","VLM","Natural Images","Vit-B",115,400,NA
"cTranspath","lung hist OOD2","Out of Domain","Lung","lung","Diagnostic: Histologic Subtyping","Diagnostic",0.748843214602191,0.619079452779389,0.856716826364692,0.6717778,0.5382475,0.794005,0.5089128,0.41665,0.5965175,0.508913995696953,0.416617063492064,0.596509502923977,0.794743260840629,0.722342676326269,0.869086779448622,"multi-class","DHMC","Slide","LUAD:three predominant histological patterns classified were lepidic, acinar, and solid","cTranspath","Path-VM","Pathology","Vit-S",21,15,0.032
"Hibou","lung hist OOD2","Out of Domain","Lung","lung","Diagnostic: Histologic Subtyping","Diagnostic",0.856512816378512,0.768456936029955,0.932215971452849,0.7347214,0.5926,0.86923,0.5256043,0.43507,0.60421,0.525605274601658,0.435034872534873,0.604176371635611,0.803578151107824,0.729553621958121,0.876301537542917,"multi-class","DHMC","Slide","LUAD:three predominant histological patterns classified were lepidic, acinar, and solid","Hibou","Path-VM","Pathology","Vit-B",85,1200,1
"H-optimus-0","lung hist OOD2","Out of Domain","Lung","lung","Diagnostic: Histologic Subtyping","Diagnostic",0.848929351351861,0.749586854233384,0.933374630979168,0.730886786786787,0.606275,0.875885,0.619503503503503,0.476745,0.773325,0.619504425581736,0.476701307951308,0.773357142857143,0.833877403976211,0.761900013708157,0.90041704305932,"multi-class","DHMC","Slide","LUAD:three predominant histological patterns classified were lepidic, acinar, and solid","H-optimus-0","Path-VM","Pathology","Vit-L",1100,NA,0.5
"GPFM","lung hist OOD2","Out of Domain","Lung","lung","Diagnostic: Histologic Subtyping","Diagnostic",0.868520715723315,0.765972909546927,0.945225177326328,0.790622144288577,0.6356375,0.915045,0.691189278557114,0.535595,0.843985,0.691189845016003,0.535605158730159,0.84400816993464,0.859426063101543,0.782320601851852,0.925131704980843,"multi-class","DHMC","Slide","LUAD:three predominant histological patterns classified were lepidic, acinar, and solid","GPFM","Path-VM","Pathology","Vit-L",307,190,0.086
"UNI2","lung hist OOD2","Out of Domain","Lung","lung","Diagnostic: Histologic Subtyping","Diagnostic",0.832141891112832,0.745798182865154,0.922805237586488,0.6802959,0.5559825,0.8430175,0.563152,0.481365,0.6337175,0.563151503353214,0.481368421052632,0.633674224715599,0.83505220797979,0.759476510279312,0.907254044935204,"multi-class","DHMC","Slide","LUAD:three predominant histological patterns classified were lepidic, acinar, and solid","UNI2","Path-VM","Pathology","Vit-L",632,200,0.35
"Phikon-v2","lung hist OOD2","Out of Domain","Lung","lung","Diagnostic: Histologic Subtyping","Diagnostic",0.836021151219734,0.759128201853421,0.910379105285655,0.7160938,0.6144925,0.8409025,0.5671024,0.4841,0.6349,0.567102375142024,0.484126984126984,0.634920634920635,0.833944675848621,0.759912518037518,0.904429083461342,"multi-class","DHMC","Slide","LUAD:three predominant histological patterns classified were lepidic, acinar, and solid","Phikon-v2","Path-VM","Pathology","Vit-L",NA,460,0.05
"Virchow2","lung hist OOD2","Out of Domain","Lung","lung","Diagnostic: Histologic Subtyping","Diagnostic",0.848105905630202,0.74667703984486,0.937601612411649,0.7291686,0.584145,0.877005,0.6395406,0.501365,0.791035,0.639541253918285,0.501365546218487,0.791043771043771,0.846868405705763,0.77529889054624,0.914748875562219,"multi-class","DHMC","Slide","LUAD:three predominant histological patterns classified were lepidic, acinar, and solid","Virchow2","Path-VM","Pathology","Vit-L",632,NA,3.1
"TITAN","lung hist OOD2","Out of Domain","Lung","lung","Diagnostic: Histologic Subtyping","Diagnostic",0.881165283340159,0.790360938097959,0.954834806397306,0.7931478,0.6429475,0.91742,0.6818602,0.545975,0.838315,0.681861533509975,0.545940806878307,0.838347222222222,0.876145923535266,0.806172646000232,0.939141497208932,"multi-class","DHMC","Slide","LUAD:three predominant histological patterns classified were lepidic, acinar, and solid","TITAN","Path-VLM","Pathology","Vit-B",85,NA,0.33
"UNI","lung hist OOD2","Out of Domain","Lung","lung","Diagnostic: Histologic Subtyping","Diagnostic",0.854361292002076,0.764812123792387,0.943190248426211,0.7207822,0.5908825,0.8797,0.6066764,0.4893925,0.73862,0.606674914223182,0.489403441148539,0.738666007905138,0.845930517357274,0.777179013584047,0.912707039337474,"multi-class","DHMC","Slide","LUAD:three predominant histological patterns classified were lepidic, acinar, and solid","UNI","Path-VM","Pathology","Vit-L",300,100,0.1
"Prov-GigaPath","lung hist OOD2","Out of Domain","Lung","lung","Diagnostic: Histologic Subtyping","Diagnostic",0.855892166814884,0.761418876262626,0.937786048914976,0.7311053,0.60219,0.8871125,0.6058992,0.4935625,0.7302775,0.605898749982574,0.493521394064872,0.730238095238095,0.844993303567656,0.774450231481482,0.911111111111111,"multi-class","DHMC","Slide","LUAD:three predominant histological patterns classified were lepidic, acinar, and solid","","Path-VM","Pathology","Vit-L",307,1300,0.171
"Virchow","lung hist OOD2","Out of Domain","Lung","lung","Diagnostic: Histologic Subtyping","Diagnostic",0.850481852871769,0.757030809771102,0.943249173162824,0.7335183,0.58707,0.8896025,0.5711091,0.4556975,0.700815,0.571108752459484,0.455683006535948,0.700804393727188,0.819896716008824,0.744240367569957,0.88899602389428,"multi-class","DHMC","Slide","LUAD:three predominant histological patterns classified were lepidic, acinar, and solid","Virchow","Path-VM","Pathology","Vit-L",632,2000,1.5
"BEPH","lung hist OOD2","Out of Domain","Lung","lung","Diagnostic: Histologic Subtyping","Diagnostic",0.773416377981873,0.66432822741759,0.882713675213675,0.703404404404404,0.57731,0.832245,0.493344144144144,0.401425,0.58654,0.493342431408139,0.401439393939394,0.586576617826618,0.783071876831295,0.712544973544974,0.859001831501831,"multi-class","DHMC","Slide","LUAD:three predominant histological patterns classified were lepidic, acinar, and solid","BEPH","Path-VM","Pathology","Vit-B",85,11,0.012
"QuiltNet-B-16","lung hist OOD2","Out of Domain","Lung","lung","Diagnostic: Histologic Subtyping","Diagnostic",0.845548854934847,0.772934900033383,0.914191622368227,0.7258915,0.636395,0.82301,0.5804157,0.4947975,0.648125,0.58041659445322,0.494819869140521,0.648172514619883,0.842357487909478,0.767615727670075,0.910777777777778,"multi-class","DHMC","Slide","LUAD:three predominant histological patterns classified were lepidic, acinar, and solid","QuiltNet-B-16","Path-VLM","Natural Images","Vit-B",85,1,NA
"PLIP","lung hist OOD2","Out of Domain","Lung","lung","Diagnostic: Histologic Subtyping","Diagnostic",0.853235774445662,0.777335272366522,0.911603228939558,0.7389995,0.654695,0.825925,0.5623928,0.4794675,0.63331,0.56239322335916,0.479467734063322,0.633341384863124,0.829924352798028,0.757813620071685,0.900006172839506,"multi-class","DHMC","Slide","LUAD:three predominant histological patterns classified were lepidic, acinar, and solid","PLIP","Path-VLM","Pathology","Vit-B",85,0.2,NA
"BiomedCLIP","lung hist OOD2","Out of Domain","Lung","lung","Diagnostic: Histologic Subtyping","Diagnostic",0.806845361757586,0.720029064137617,0.890495519270881,0.7190697,0.60638,0.8277075,0.5439998,0.4568825,0.6205425,0.543997815562366,0.456930020580916,0.620555555555556,0.81621457166079,0.741566921152519,0.888090087526367,"multi-class","DHMC","Slide","LUAD:three predominant histological patterns classified were lepidic, acinar, and solid","BiomedCLIP","Path-VLM","Pathology","Vit-B",85,15,NA
"mizero bioclinicalbert","lung hist OOD2","Out of Domain","Lung","lung","Diagnostic: Histologic Subtyping","Diagnostic",0.759283147318461,0.649594955279935,0.867534277217665,0.699824024024024,0.578845,0.83049,0.471076476476476,0.37579,0.556965,0.471077926383247,0.375751946711699,0.556999712720536,0.767436519400036,0.694444444444445,0.840678957058267,"multi-class","DHMC","Slide","LUAD:three predominant histological patterns classified were lepidic, acinar, and solid","mizero_bioclinicalbert","Path-VLM","Pathology","Vit-S",21,0.03,NA
"mizero pubmedbert","lung hist OOD2","Out of Domain","Lung","lung","Diagnostic: Histologic Subtyping","Diagnostic",0.725929161163515,0.604123871934532,0.831437815677551,0.651611111111111,0.532995,0.78041,0.433508608608609,0.33768,0.525665,0.433507613255438,0.337696078431373,0.525705775705776,0.738408704634544,0.666666666666667,0.806904223227753,"multi-class","DHMC","Slide","LUAD:three predominant histological patterns classified were lepidic, acinar, and solid","mizero_pubmedbert","Path-VLM","Pathology","Vit-S",21,0.03,NA
"CONCH","lung hist OOD2","Out of Domain","Lung","lung","Diagnostic: Histologic Subtyping","Diagnostic",0.814863997500558,0.734219129511699,0.896873326030338,0.6571596,0.552595,0.79601,0.3333,0.3333,0.3333,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,"multi-class","DHMC","Slide","LUAD:three predominant histological patterns classified were lepidic, acinar, and solid","CONCH","Path-VLM","Pathology","Vit-B",85,1.2,NA
"Dinov2","lung hist OOD2","Out of Domain","Lung","lung","Diagnostic: Histologic Subtyping","Diagnostic",0.880651269976184,0.801827569875933,0.947399741969864,0.7818793,0.6452975,0.9057575,0.6120222,0.5054775,0.7420275,0.612023626343959,0.505472883597884,0.742006840016708,0.843604362388643,0.774987745098039,0.911914160401002,"multi-class","DHMC","Slide","LUAD:three predominant histological patterns classified were lepidic, acinar, and solid","DINOv2","VM","Natural Images","Vit-L",300,142,NA
"beit3-L16","lung hist OOD2","Out of Domain","Lung","lung","Diagnostic: Histologic Subtyping","Diagnostic",0.78774726542451,0.679717217603855,0.8775177744709,0.716826,0.5908825,0.8386225,0.5065757,0.41486,0.5895425,0.506575898270374,0.414817028985507,0.58956512605042,0.788975966397658,0.716045875420875,0.863248847926267,"multi-class","DHMC","Slide","LUAD:three predominant histological patterns classified were lepidic, acinar, and solid","beit3-L16","VLM","Natural Images","Vit-L",746,14,NA
