Task_short,Dataset,ModelName,ModelName_short,ModelCategory,ModelDomain,ModelArch,balanced_accuracy,F1_score,Precision,Recall,Cancer,Slide_vs_patch_classification,binary_multi,tissue,average_performance
Immunegroup,TCGA,PLIP,PLIP,pathology_language,Pathology,Vit-B,0.43,0.45,0.48,0.43,Pan-cancer,Slide,multi-class,pan-cancer,0.45
Immunegroup,TCGA,Virchow2,Virchow2,pathology,Pathology,Vit-L,0.63,0.64,0.66,0.63,Pan-cancer,Slide,multi-class,pan-cancer,0.64
Immunegroup,TCGA,Virchow,Virchow,pathology,Pathology,Vit-L,0.61,0.62,0.64,0.61,Pan-cancer,Slide,multi-class,pan-cancer,0.62
Immunegroup,TCGA,Prov-GigaPath,Prov-GigaPath,pathology,Pathology,Vit-L,0.63,0.64,0.66,0.63,Pan-cancer,Slide,multi-class,pan-cancer,0.64
Immunegroup,TCGA,mizero_pubmedbert,mizero pubmedbert,pathology_language,Pathology,Vit-S,0.24,0.25,0.29,0.24,Pan-cancer,Slide,multi-class,pan-cancer,0.26
Immunegroup,TCGA,mizero_bioclinicalbert,mizero bioclinicalbert,pathology_language,Pathology,Vit-S,0.24,0.25,0.28,0.24,Pan-cancer,Slide,multi-class,pan-cancer,0.25
Immunegroup,TCGA,TITAN,TITAN,pathology_language,Pathology,Vit-B,0.56,0.56,0.57,0.56,Pan-cancer,Slide,multi-class,pan-cancer,0.56
Immunegroup,TCGA,UNI,UNI,pathology,Pathology,Vit-L,0.61,0.61,0.63,0.61,Pan-cancer,Slide,multi-class,pan-cancer,0.62
Immunegroup,TCGA,UNI2,UNI2,pathology,Pathology,Vit-L,0.62,0.63,0.65,0.62,Pan-cancer,Slide,multi-class,pan-cancer,0.63
Immunegroup,TCGA,DINOv2,Dinov2,vision,Natural Images,Vit-L,0.51,0.51,0.51,0.51,Pan-cancer,Slide,multi-class,pan-cancer,0.51
Immunegroup,TCGA,Hibou,Hibou,pathology,Pathology,Vit-B,0.58,0.59,0.61,0.58,Pan-cancer,Slide,multi-class,pan-cancer,0.59
Immunegroup,TCGA,BiomedCLIP,BiomedCLIP,pathology_language,Pathology,Vit-B,0.4,0.41,0.44,0.4,Pan-cancer,Slide,multi-class,pan-cancer,0.41
Immunegroup,TCGA,CONCH,CONCH,pathology_language,Pathology,Vit-B,0.42,0.44,0.49,0.42,Pan-cancer,Slide,multi-class,pan-cancer,0.44
BACH,External_benchmarking_cohort,Clip-B16,Clip-B16,vision_language,Natural Images,Vit-B,0.46,0.38,0.38,0.46,BRCA,Patch,multi-class,breast,0.42
BACH,External_benchmarking_cohort,Phikon-v2,Phikon-v2,pathology,Pathology,Vit-L,0.74,0.68,0.65,0.74,BRCA,Patch,multi-class,breast,0.7
BACH,External_benchmarking_cohort,Blip-B16-14M,Blip-B16-14M,vision_language,Natural Images,Vit-B,0.28,0.23,0.21,0.28,BRCA,Patch,multi-class,breast,0.25
BACH,External_benchmarking_cohort,H-optimus-0,H-optimus-0,pathology,Pathology,Vit-L,0.83,0.77,0.72,0.83,BRCA,Patch,multi-class,breast,0.79
BACH,External_benchmarking_cohort,GPFM,GPFM,pathology,Pathology,Vit-L,0.51,0.43,0.42,0.51,BRCA,Patch,multi-class,breast,0.47
BACH,External_benchmarking_cohort,Align-base,Align-base,vision_language,Natural Images,Vit-B,0.28,0.15,0.11,0.28,BRCA,Patch,multi-class,breast,0.2
BACH,External_benchmarking_cohort,cTranspath,cTranspath,pathology,Pathology,Vit-S,0.4,0.38,0.42,0.4,BRCA,Patch,multi-class,breast,0.4
BACH,External_benchmarking_cohort,beit3-L16,beit3-L16,vision_language,Natural Images,Vit-L,0.35,0.32,0.33,0.35,BRCA,Patch,multi-class,breast,0.34
BACH,External_benchmarking_cohort,QuiltNet-B-16,QuiltNet-B-16,pathology_language,Natural Images,Vit-B,0.62,0.51,0.48,0.62,BRCA,Patch,multi-class,breast,0.56
BACH,External_benchmarking_cohort,BEPH,BEPH,pathology,Pathology,Vit-B,0.26,0.22,0.2,0.26,BRCA,Patch,multi-class,breast,0.24
BACH,External_benchmarking_cohort,PLIP,PLIP,pathology_language,Pathology,Vit-B,0.65,0.56,0.54,0.65,BRCA,Patch,multi-class,breast,0.6
BACH,External_benchmarking_cohort,Virchow2,Virchow2,pathology,Pathology,Vit-L,0.96,0.94,0.93,0.96,BRCA,Patch,multi-class,breast,0.95
BACH,External_benchmarking_cohort,Virchow,Virchow,pathology,Pathology,Vit-L,0.79,0.71,0.66,0.79,BRCA,Patch,multi-class,breast,0.74
BACH,External_benchmarking_cohort,Prov-GigaPath,Prov-GigaPath,pathology,Pathology,Vit-L,0.9,0.86,0.83,0.9,BRCA,Patch,multi-class,breast,0.87
BACH,External_benchmarking_cohort,mizero_pubmedbert,mizero pubmedbert,pathology_language,Pathology,Vit-S,0.38,0.34,0.36,0.38,BRCA,Patch,multi-class,breast,0.36
BACH,External_benchmarking_cohort,mizero_bioclinicalbert,mizero bioclinicalbert,pathology_language,Pathology,Vit-S,0.26,0.21,0.19,0.26,BRCA,Patch,multi-class,breast,0.23
BACH,External_benchmarking_cohort,TITAN,TITAN,pathology_language,Pathology,Vit-B,0.89,0.85,0.84,0.89,BRCA,Patch,multi-class,breast,0.87
BACH,External_benchmarking_cohort,UNI,UNI,pathology,Pathology,Vit-L,0.92,0.88,0.85,0.92,BRCA,Patch,multi-class,breast,0.89
BACH,External_benchmarking_cohort,UNI2,UNI2,pathology,Pathology,Vit-L,0.9,0.86,0.84,0.9,BRCA,Patch,multi-class,breast,0.88
BACH,External_benchmarking_cohort,DINOv2,Dinov2,vision,Natural Images,Vit-L,0.55,0.5,0.48,0.55,BRCA,Patch,multi-class,breast,0.52
BACH,External_benchmarking_cohort,Hibou,Hibou,pathology,Pathology,Vit-B,0.87,0.82,0.78,0.87,BRCA,Patch,multi-class,breast,0.84
BACH,External_benchmarking_cohort,BiomedCLIP,BiomedCLIP,pathology_language,Pathology,Vit-B,0.5,0.4,0.37,0.5,BRCA,Patch,multi-class,breast,0.44
BACH,External_benchmarking_cohort,CONCH,CONCH,pathology_language,Pathology,Vit-B,0.44,0.3,0.24,0.44,BRCA,Patch,multi-class,breast,0.36
CPTAC-grade,CPTAC,Clip-B16,Clip-B16,vision_language,Natural Images,Vit-B,0.5,0.5,0.5,0.5,Pan-cancer,Slide,multi-class,pan-cancer,0.5
CPTAC-grade,CPTAC,Phikon-v2,Phikon-v2,pathology,Pathology,Vit-L,0.51,0.51,0.51,0.51,Pan-cancer,Slide,multi-class,pan-cancer,0.51
CPTAC-grade,CPTAC,Blip-B16-14M,Blip-B16-14M,vision_language,Natural Images,Vit-B,0.24,0.24,0.24,0.24,Pan-cancer,Slide,multi-class,pan-cancer,0.24
CPTAC-grade,CPTAC,H-optimus-0,H-optimus-0,pathology,Pathology,Vit-L,0.54,0.54,0.54,0.54,Pan-cancer,Slide,multi-class,pan-cancer,0.54
CPTAC-grade,CPTAC,GPFM,GPFM,pathology,Pathology,Vit-L,0.41,0.41,0.41,0.41,Pan-cancer,Slide,multi-class,pan-cancer,0.41
CPTAC-grade,CPTAC,Align-base,Align-base,vision_language,Natural Images,Vit-B,0.26,0.26,0.26,0.26,Pan-cancer,Slide,multi-class,pan-cancer,0.26
CPTAC-grade,CPTAC,cTranspath,cTranspath,pathology,Pathology,Vit-S,0.26,0.26,0.26,0.26,Pan-cancer,Slide,multi-class,pan-cancer,0.26
CPTAC-grade,CPTAC,beit3-L16,beit3-L16,vision_language,Natural Images,Vit-L,0.29,0.29,0.29,0.29,Pan-cancer,Slide,multi-class,pan-cancer,0.29
CPTAC-grade,CPTAC,QuiltNet-B-16,QuiltNet-B-16,pathology_language,Natural Images,Vit-B,0.5,0.5,0.5,0.5,Pan-cancer,Slide,multi-class,pan-cancer,0.5
CPTAC-grade,CPTAC,BEPH,BEPH,pathology,Pathology,Vit-B,0.27,0.27,0.27,0.27,Pan-cancer,Slide,multi-class,pan-cancer,0.27
CPTAC-grade,CPTAC,PLIP,PLIP,pathology_language,Pathology,Vit-B,0.5,0.5,0.5,0.5,Pan-cancer,Slide,multi-class,pan-cancer,0.5
CPTAC-grade,CPTAC,Virchow2,Virchow2,pathology,Pathology,Vit-L,0.6,0.6,0.6,0.6,Pan-cancer,Slide,multi-class,pan-cancer,0.6
CPTAC-grade,CPTAC,Virchow,Virchow,pathology,Pathology,Vit-L,0.56,0.56,0.56,0.56,Pan-cancer,Slide,multi-class,pan-cancer,0.56
CPTAC-grade,CPTAC,Prov-GigaPath,Prov-GigaPath,pathology,Pathology,Vit-L,0.59,0.59,0.59,0.59,Pan-cancer,Slide,multi-class,pan-cancer,0.59
CPTAC-grade,CPTAC,mizero_pubmedbert,mizero pubmedbert,pathology_language,Pathology,Vit-S,0.36,0.36,0.36,0.36,Pan-cancer,Slide,multi-class,pan-cancer,0.36
CPTAC-grade,CPTAC,mizero_bioclinicalbert,mizero bioclinicalbert,pathology_language,Pathology,Vit-S,0.36,0.36,0.36,0.36,Pan-cancer,Slide,multi-class,pan-cancer,0.36
CPTAC-grade,CPTAC,TITAN,TITAN,pathology_language,Pathology,Vit-B,0.49,0.49,0.49,0.49,Pan-cancer,Slide,multi-class,pan-cancer,0.49
CPTAC-grade,CPTAC,UNI,UNI,pathology,Pathology,Vit-L,0.59,0.59,0.59,0.59,Pan-cancer,Slide,multi-class,pan-cancer,0.59
CPTAC-grade,CPTAC,UNI2,UNI2,pathology,Pathology,Vit-L,0.57,0.57,0.57,0.57,Pan-cancer,Slide,multi-class,pan-cancer,0.57
CPTAC-grade,CPTAC,DINOv2,Dinov2,vision,Natural Images,Vit-L,0.46,0.46,0.46,0.46,Pan-cancer,Slide,multi-class,pan-cancer,0.46
CPTAC-grade,CPTAC,Hibou,Hibou,pathology,Pathology,Vit-B,0.49,0.5,0.54,0.49,Pan-cancer,Slide,multi-class,pan-cancer,0.5
CPTAC-grade,CPTAC,BiomedCLIP,BiomedCLIP,pathology_language,Pathology,Vit-B,0.46,0.46,0.46,0.46,Pan-cancer,Slide,multi-class,pan-cancer,0.46
CPTAC-grade,CPTAC,CONCH,CONCH,pathology_language,Pathology,Vit-B,0.4,0.4,0.4,0.4,Pan-cancer,Slide,multi-class,pan-cancer,0.4
ERGstatus,TCGA,Clip-B16,Clip-B16,vision_language,Natural Images,Vit-B,0.54,0.52,0.57,0.54,PRAD,Slide,binary,prostate,0.54
ERGstatus,TCGA,Phikon-v2,Phikon-v2,pathology,Pathology,Vit-L,0.55,0.53,0.56,0.55,PRAD,Slide,binary,prostate,0.55
ERGstatus,TCGA,Blip-B16-14M,Blip-B16-14M,vision_language,Natural Images,Vit-B,0.51,0.49,0.52,0.51,PRAD,Slide,binary,prostate,0.51
ERGstatus,TCGA,H-optimus-0,H-optimus-0,pathology,Pathology,Vit-L,0.71,0.71,0.75,0.71,PRAD,Slide,binary,prostate,0.72
ERGstatus,TCGA,GPFM,GPFM,pathology,Pathology,Vit-L,0.5,0.49,0.54,0.5,PRAD,Slide,binary,prostate,0.51
ERGstatus,TCGA,Align-base,Align-base,vision_language,Natural Images,Vit-B,0.46,0.46,0.51,0.46,PRAD,Slide,binary,prostate,0.47
ERGstatus,TCGA,cTranspath,cTranspath,pathology,Pathology,Vit-S,0.51,0.5,0.55,0.51,PRAD,Slide,binary,prostate,0.52
ERGstatus,TCGA,beit3-L16,beit3-L16,vision_language,Natural Images,Vit-L,0.54,0.54,0.6,0.54,PRAD,Slide,binary,prostate,0.56
ERGstatus,TCGA,QuiltNet-B-16,QuiltNet-B-16,pathology_language,Natural Images,Vit-B,0.55,0.55,0.62,0.55,PRAD,Slide,binary,prostate,0.57
ERGstatus,TCGA,BEPH,BEPH,pathology,Pathology,Vit-B,0.53,0.52,0.58,0.53,PRAD,Slide,binary,prostate,0.54
ERGstatus,TCGA,PLIP,PLIP,pathology_language,Pathology,Vit-B,0.55,0.53,0.56,0.55,PRAD,Slide,binary,prostate,0.55
ERGstatus,TCGA,Virchow2,Virchow2,pathology,Pathology,Vit-L,0.73,0.71,0.74,0.73,PRAD,Slide,binary,prostate,0.73
ERGstatus,TCGA,Virchow,Virchow,pathology,Pathology,Vit-L,0.66,0.65,0.69,0.66,PRAD,Slide,binary,prostate,0.66
ERGstatus,TCGA,Prov-GigaPath,Prov-GigaPath,pathology,Pathology,Vit-L,0.7,0.69,0.75,0.7,PRAD,Slide,binary,prostate,0.71
ERGstatus,TCGA,mizero_pubmedbert,mizero pubmedbert,pathology_language,Pathology,Vit-S,0.51,0.5,0.55,0.51,PRAD,Slide,binary,prostate,0.52
ERGstatus,TCGA,mizero_bioclinicalbert,mizero bioclinicalbert,pathology_language,Pathology,Vit-S,0.5,0.47,0.51,0.5,PRAD,Slide,binary,prostate,0.5
ERGstatus,TCGA,TITAN,TITAN,pathology_language,Pathology,Vit-B,0.67,0.65,0.69,0.67,PRAD,Slide,binary,prostate,0.67
ERGstatus,TCGA,UNI,UNI,pathology,Pathology,Vit-L,0.7,0.68,0.72,0.7,PRAD,Slide,binary,prostate,0.7
ERGstatus,TCGA,UNI2,UNI2,pathology,Pathology,Vit-L,0.69,0.69,0.74,0.69,PRAD,Slide,binary,prostate,0.7
ERGstatus,TCGA,DINOv2,Dinov2,vision,Natural Images,Vit-L,0.6,0.6,0.6,0.6,PRAD,Slide,binary,prostate,0.6
ERGstatus,TCGA,Hibou,Hibou,pathology,Pathology,Vit-B,0.67,0.66,0.7,0.67,PRAD,Slide,binary,prostate,0.68
ERGstatus,TCGA,BiomedCLIP,BiomedCLIP,pathology_language,Pathology,Vit-B,0.54,0.51,0.55,0.54,PRAD,Slide,binary,prostate,0.54
ERGstatus,TCGA,CONCH,CONCH,pathology_language,Pathology,Vit-B,0.5,0.47,0.51,0.5,PRAD,Slide,binary,prostate,0.5
MGMT OOD,Out of Domain,Clip-B16,Clip-B16,vision_language,Natural Images,Vit-B,0.47,0.54,0.69,0.47,Brain,Slide,binary,brain,0.54
MGMT OOD,Out of Domain,Phikon-v2,Phikon-v2,pathology,Pathology,Vit-L,0.53,0.54,0.58,0.53,Brain,Slide,binary,brain,0.54
MGMT OOD,Out of Domain,Blip-B16-14M,Blip-B16-14M,vision_language,Natural Images,Vit-B,0.56,0.6,0.7,0.56,Brain,Slide,binary,brain,0.6
MGMT OOD,Out of Domain,H-optimus-0,H-optimus-0,pathology,Pathology,Vit-L,0.53,0.54,0.64,0.53,Brain,Slide,binary,brain,0.56
MGMT OOD,Out of Domain,GPFM,GPFM,pathology,Pathology,Vit-L,0.47,0.44,0.44,0.47,Brain,Slide,binary,brain,0.45
MGMT OOD,Out of Domain,Align-base,Align-base,vision_language,Natural Images,Vit-B,0.56,0.58,0.64,0.56,Brain,Slide,binary,brain,0.59
MGMT OOD,Out of Domain,cTranspath,cTranspath,pathology,Pathology,Vit-S,0.5,0.56,0.72,0.5,Brain,Slide,binary,brain,0.57
MGMT OOD,Out of Domain,beit3-L16,beit3-L16,vision_language,Natural Images,Vit-L,0.56,0.6,0.7,0.56,Brain,Slide,binary,brain,0.6
MGMT OOD,Out of Domain,QuiltNet-B-16,QuiltNet-B-16,pathology_language,Natural Images,Vit-B,0.62,0.6,0.62,0.62,Brain,Slide,binary,brain,0.62
MGMT OOD,Out of Domain,BEPH,BEPH,pathology,Pathology,Vit-B,0.5,0.58,0.75,0.5,Brain,Slide,binary,brain,0.58
MGMT OOD,Out of Domain,PLIP,PLIP,pathology_language,Pathology,Vit-B,0.59,0.62,0.72,0.59,Brain,Slide,binary,brain,0.63
MGMT OOD,Out of Domain,Virchow2,Virchow2,pathology,Pathology,Vit-L,0.5,0.52,0.59,0.5,Brain,Slide,binary,brain,0.53
MGMT OOD,Out of Domain,Virchow,Virchow,pathology,Pathology,Vit-L,0.56,0.58,0.69,0.56,Brain,Slide,binary,brain,0.6
MGMT OOD,Out of Domain,Prov-GigaPath,Prov-GigaPath,pathology,Pathology,Vit-L,0.47,0.48,0.58,0.47,Brain,Slide,binary,brain,0.5
MGMT OOD,Out of Domain,mizero_pubmedbert,mizero pubmedbert,pathology_language,Pathology,Vit-S,0.5,0.58,0.75,0.5,Brain,Slide,binary,brain,0.58
MGMT OOD,Out of Domain,mizero_bioclinicalbert,mizero bioclinicalbert,pathology_language,Pathology,Vit-S,0.59,0.58,0.62,0.59,Brain,Slide,binary,brain,0.6
MGMT OOD,Out of Domain,TITAN,TITAN,pathology_language,Pathology,Vit-B,0.38,0.4,0.47,0.38,Brain,Slide,binary,brain,0.41
MGMT OOD,Out of Domain,UNI,UNI,pathology,Pathology,Vit-L,0.47,0.5,0.61,0.47,Brain,Slide,binary,brain,0.51
MGMT OOD,Out of Domain,UNI2,UNI2,pathology,Pathology,Vit-L,0.47,0.46,0.5,0.47,Brain,Slide,binary,brain,0.48
MGMT OOD,Out of Domain,DINOv2,Dinov2,vision,Natural Images,Vit-L,0.42,0.42,0.42,0.42,Brain,Slide,binary,brain,0.42
MGMT OOD,Out of Domain,Hibou,Hibou,pathology,Pathology,Vit-B,0.47,0.46,0.53,0.47,Brain,Slide,binary,brain,0.48
MGMT OOD,Out of Domain,BiomedCLIP,BiomedCLIP,pathology_language,Pathology,Vit-B,0.47,0.54,0.69,0.47,Brain,Slide,binary,brain,0.54
MGMT OOD,Out of Domain,CONCH,CONCH,pathology_language,Pathology,Vit-B,0.5,0.58,0.75,0.5,Brain,Slide,binary,brain,0.58
brain necrosis,Out of Domain,Clip-B16,Clip-B16,vision_language,Natural Images,Vit-B,0.47,0.51,0.65,0.47,Brain,Slide,binary,brain,0.52
brain necrosis,Out of Domain,Phikon-v2,Phikon-v2,pathology,Pathology,Vit-L,0.53,0.57,0.69,0.53,Brain,Slide,binary,brain,0.58
brain necrosis,Out of Domain,Blip-B16-14M,Blip-B16-14M,vision_language,Natural Images,Vit-B,0.5,0.59,0.76,0.5,Brain,Slide,binary,brain,0.59
brain necrosis,Out of Domain,H-optimus-0,H-optimus-0,pathology,Pathology,Vit-L,0.56,0.53,0.56,0.56,Brain,Slide,binary,brain,0.55
brain necrosis,Out of Domain,GPFM,GPFM,pathology,Pathology,Vit-L,0.56,0.57,0.63,0.56,Brain,Slide,binary,brain,0.58
brain necrosis,Out of Domain,Align-base,Align-base,vision_language,Natural Images,Vit-B,0.59,0.61,0.68,0.59,Brain,Slide,binary,brain,0.62
brain necrosis,Out of Domain,cTranspath,cTranspath,pathology,Pathology,Vit-S,0.47,0.51,0.62,0.47,Brain,Slide,binary,brain,0.52
brain necrosis,Out of Domain,beit3-L16,beit3-L16,vision_language,Natural Images,Vit-L,0.53,0.59,0.71,0.53,Brain,Slide,binary,brain,0.59
brain necrosis,Out of Domain,QuiltNet-B-16,QuiltNet-B-16,pathology_language,Natural Images,Vit-B,0.59,0.57,0.59,0.59,Brain,Slide,binary,brain,0.58
brain necrosis,Out of Domain,BEPH,BEPH,pathology,Pathology,Vit-B,0.5,0.59,0.76,0.5,Brain,Slide,binary,brain,0.59
brain necrosis,Out of Domain,PLIP,PLIP,pathology_language,Pathology,Vit-B,0.71,0.73,0.81,0.71,Brain,Slide,binary,brain,0.74
brain necrosis,Out of Domain,Virchow2,Virchow2,pathology,Pathology,Vit-L,0.5,0.49,0.54,0.5,Brain,Slide,binary,brain,0.51
brain necrosis,Out of Domain,Virchow,Virchow,pathology,Pathology,Vit-L,0.62,0.67,0.79,0.62,Brain,Slide,binary,brain,0.68
brain necrosis,Out of Domain,Prov-GigaPath,Prov-GigaPath,pathology,Pathology,Vit-L,0.53,0.53,0.57,0.53,Brain,Slide,binary,brain,0.54
brain necrosis,Out of Domain,mizero_pubmedbert,mizero pubmedbert,pathology_language,Pathology,Vit-S,0.5,0.59,0.76,0.5,Brain,Slide,binary,brain,0.59
brain necrosis,Out of Domain,mizero_bioclinicalbert,mizero bioclinicalbert,pathology_language,Pathology,Vit-S,0.53,0.59,0.72,0.53,Brain,Slide,binary,brain,0.59
brain necrosis,Out of Domain,TITAN,TITAN,pathology_language,Pathology,Vit-B,0.5,0.51,0.6,0.5,Brain,Slide,binary,brain,0.53
brain necrosis,Out of Domain,UNI,UNI,pathology,Pathology,Vit-L,0.65,0.65,0.69,0.65,Brain,Slide,binary,brain,0.66
brain necrosis,Out of Domain,UNI2,UNI2,pathology,Pathology,Vit-L,0.47,0.51,0.63,0.47,Brain,Slide,binary,brain,0.52
brain necrosis,Out of Domain,DINOv2,Dinov2,vision,Natural Images,Vit-L,0.53,0.53,0.53,0.53,Brain,Slide,binary,brain,0.53
brain necrosis,Out of Domain,Hibou,Hibou,pathology,Pathology,Vit-B,0.56,0.61,0.74,0.56,Brain,Slide,binary,brain,0.62
brain necrosis,Out of Domain,BiomedCLIP,BiomedCLIP,pathology_language,Pathology,Vit-B,0.5,0.53,0.65,0.5,Brain,Slide,binary,brain,0.55
brain necrosis,Out of Domain,CONCH,CONCH,pathology_language,Pathology,Vit-B,0.47,0.53,0.68,0.47,Brain,Slide,binary,brain,0.54
lung stage OOD,Out of Domain,Clip-B16,Clip-B16,vision_language,Natural Images,Vit-B,0.33,0.37,0.44,0.33,Lung,Slide,multi-class,lung,0.37
lung stage OOD,Out of Domain,Phikon-v2,Phikon-v2,pathology,Pathology,Vit-L,0.39,0.46,0.61,0.39,Lung,Slide,multi-class,lung,0.46
lung stage OOD,Out of Domain,Blip-B16-14M,Blip-B16-14M,vision_language,Natural Images,Vit-B,0.28,0.3,0.36,0.28,Lung,Slide,multi-class,lung,0.31
lung stage OOD,Out of Domain,H-optimus-0,H-optimus-0,pathology,Pathology,Vit-L,0.28,0.3,0.36,0.28,Lung,Slide,multi-class,lung,0.31
lung stage OOD,Out of Domain,GPFM,GPFM,pathology,Pathology,Vit-L,0.44,0.48,0.58,0.44,Lung,Slide,multi-class,lung,0.48
lung stage OOD,Out of Domain,Align-base,Align-base,vision_language,Natural Images,Vit-B,0.28,0.26,0.28,0.28,Lung,Slide,multi-class,lung,0.28
lung stage OOD,Out of Domain,cTranspath,cTranspath,pathology,Pathology,Vit-S,0.33,0.41,0.56,0.33,Lung,Slide,multi-class,lung,0.41
lung stage OOD,Out of Domain,beit3-L16,beit3-L16,vision_language,Natural Images,Vit-L,0.28,0.3,0.36,0.28,Lung,Slide,multi-class,lung,0.31
lung stage OOD,Out of Domain,QuiltNet-B-16,QuiltNet-B-16,pathology_language,Natural Images,Vit-B,0.28,0.3,0.36,0.28,Lung,Slide,multi-class,lung,0.31
lung stage OOD,Out of Domain,BEPH,BEPH,pathology,Pathology,Vit-B,0.33,0.37,0.44,0.33,Lung,Slide,multi-class,lung,0.37
lung stage OOD,Out of Domain,PLIP,PLIP,pathology_language,Pathology,Vit-B,0.28,0.31,0.42,0.28,Lung,Slide,multi-class,lung,0.32
lung stage OOD,Out of Domain,Virchow2,Virchow2,pathology,Pathology,Vit-L,0.22,0.22,0.25,0.22,Lung,Slide,multi-class,lung,0.23
lung stage OOD,Out of Domain,Virchow,Virchow,pathology,Pathology,Vit-L,0.17,0.17,0.19,0.17,Lung,Slide,multi-class,lung,0.18
lung stage OOD,Out of Domain,Prov-GigaPath,Prov-GigaPath,pathology,Pathology,Vit-L,0.17,0.17,0.19,0.17,Lung,Slide,multi-class,lung,0.18
lung stage OOD,Out of Domain,mizero_pubmedbert,mizero pubmedbert,pathology_language,Pathology,Vit-S,0.28,0.3,0.36,0.28,Lung,Slide,multi-class,lung,0.31
lung stage OOD,Out of Domain,mizero_bioclinicalbert,mizero bioclinicalbert,pathology_language,Pathology,Vit-S,0.28,0.3,0.36,0.28,Lung,Slide,multi-class,lung,0.31
lung stage OOD,Out of Domain,TITAN,TITAN,pathology_language,Pathology,Vit-B,0.28,0.31,0.39,0.28,Lung,Slide,multi-class,lung,0.32
lung stage OOD,Out of Domain,UNI,UNI,pathology,Pathology,Vit-L,0.33,0.33,0.36,0.33,Lung,Slide,multi-class,lung,0.34
lung stage OOD,Out of Domain,UNI2,UNI2,pathology,Pathology,Vit-L,0.28,0.26,0.25,0.28,Lung,Slide,multi-class,lung,0.27
lung stage OOD,Out of Domain,DINOv2,Dinov2,vision,Natural Images,Vit-L,0.39,0.39,0.39,0.39,Lung,Slide,multi-class,lung,0.39
lung stage OOD,Out of Domain,Hibou,Hibou,pathology,Pathology,Vit-B,0.33,0.33,0.39,0.33,Lung,Slide,multi-class,lung,0.34
lung stage OOD,Out of Domain,BiomedCLIP,BiomedCLIP,pathology_language,Pathology,Vit-B,0.33,0.37,0.44,0.33,Lung,Slide,multi-class,lung,0.37
lung stage OOD,Out of Domain,CONCH,CONCH,pathology_language,Pathology,Vit-B,0.11,0.11,0.14,0.11,Lung,Slide,multi-class,lung,0.12
lung hist OOD1,Out of Domain,Clip-B16,Clip-B16,vision_language,Natural Images,Vit-B,0.4,0.43,0.55,0.4,Lung,Slide,binary,lung,0.45
lung hist OOD1,Out of Domain,Phikon-v2,Phikon-v2,pathology,Pathology,Vit-L,0.59,0.58,0.59,0.59,Lung,Slide,binary,lung,0.59
lung hist OOD1,Out of Domain,Blip-B16-14M,Blip-B16-14M,vision_language,Natural Images,Vit-B,0.55,0.52,0.52,0.55,Lung,Slide,binary,lung,0.54
lung hist OOD1,Out of Domain,H-optimus-0,H-optimus-0,pathology,Pathology,Vit-L,0.68,0.67,0.66,0.68,Lung,Slide,binary,lung,0.67
lung hist OOD1,Out of Domain,GPFM,GPFM,pathology,Pathology,Vit-L,0.59,0.55,0.52,0.59,Lung,Slide,binary,lung,0.56
lung hist OOD1,Out of Domain,Align-base,Align-base,vision_language,Natural Images,Vit-B,0.5,0.57,0.7,0.5,Lung,Slide,binary,lung,0.57
lung hist OOD1,Out of Domain,cTranspath,cTranspath,pathology,Pathology,Vit-S,0.55,0.57,0.65,0.55,Lung,Slide,binary,lung,0.58
lung hist OOD1,Out of Domain,beit3-L16,beit3-L16,vision_language,Natural Images,Vit-L,0.55,0.52,0.52,0.55,Lung,Slide,binary,lung,0.54
lung hist OOD1,Out of Domain,QuiltNet-B-16,QuiltNet-B-16,pathology_language,Natural Images,Vit-B,0.55,0.55,0.59,0.55,Lung,Slide,binary,lung,0.56
lung hist OOD1,Out of Domain,BEPH,BEPH,pathology,Pathology,Vit-B,0.5,0.58,0.73,0.5,Lung,Slide,binary,lung,0.58
lung hist OOD1,Out of Domain,PLIP,PLIP,pathology_language,Pathology,Vit-B,0.55,0.6,0.72,0.55,Lung,Slide,binary,lung,0.6
lung hist OOD1,Out of Domain,Virchow2,Virchow2,pathology,Pathology,Vit-L,0.82,0.82,0.84,0.82,Lung,Slide,binary,lung,0.82
lung hist OOD1,Out of Domain,Virchow,Virchow,pathology,Pathology,Vit-L,0.65,0.67,0.75,0.65,Lung,Slide,binary,lung,0.68
lung hist OOD1,Out of Domain,Prov-GigaPath,Prov-GigaPath,pathology,Pathology,Vit-L,0.64,0.61,0.59,0.64,Lung,Slide,binary,lung,0.62
lung hist OOD1,Out of Domain,mizero_pubmedbert,mizero pubmedbert,pathology_language,Pathology,Vit-S,0.55,0.52,0.52,0.55,Lung,Slide,binary,lung,0.54
lung hist OOD1,Out of Domain,mizero_bioclinicalbert,mizero bioclinicalbert,pathology_language,Pathology,Vit-S,0.5,0.45,0.45,0.5,Lung,Slide,binary,lung,0.48
lung hist OOD1,Out of Domain,TITAN,TITAN,pathology_language,Pathology,Vit-B,0.64,0.64,0.66,0.64,Lung,Slide,binary,lung,0.64
lung hist OOD1,Out of Domain,UNI,UNI,pathology,Pathology,Vit-L,0.65,0.67,0.75,0.65,Lung,Slide,binary,lung,0.68
lung hist OOD1,Out of Domain,UNI2,UNI2,pathology,Pathology,Vit-L,0.64,0.61,0.59,0.64,Lung,Slide,binary,lung,0.62
